Author,Title,Description,Genre,Banned,Label
"Orson Scott, Card",Ender's Shadow,"Welcome to Battleschool.  Growing up is never easy. But try living on the mean streets as a child begging for food and fighting like a dog with ruthless gangs of starving kids who wouldn't hesitate to pound your skull into pulp for a scrap of apple. If Bean has learned anything on the streets, it's how to survive. And not with fists. He is way too small for that. But with brains.  Bean is a genius with a magician's ability to zero in on his enemy and exploit his weakness.  What better quality for a future general to lead the Earth in a final climactic battle against a hostile alien race, known as Buggers. At Battleschool Bean meets and befriends another future commander - Ender Wiggins - perhaps his only true rival.  Only one problem: for Bean and Ender, the future is now.  is the book that launched The Shadow Series, and the parallel novel to Orson Scott Card's science fiction classic, .", "Science Fiction, Fiction, Young Adult, Fantasy, Science Fiction Fantasy, Audiobook, Space",1,Cultural
"Sarah J., Maas",Kingdom of Ash,"An alternative cover edition for this ISBN can be found here.  Aelin Galathynius has vowed to save her people ― but at a tremendous cost. Locked within an iron coffin by the Queen of the Fae, Aelin must draw upon her fiery will as she endures months of torture. The knowledge that yielding to Maeve will doom those she loves keeps her from breaking, but her resolve is unraveling with each passing day…  With Aelin captured, friends and allies are scattered to different fates. Some bonds will grow even deeper, while others will be severed forever. As destinies weave together at last, all must fight if Erilea is to have any hope of salvation.  Years in the making, Sarah J. Maas's bestselling Throne of Glass series draws to an explosive conclusion as Aelin fights to save herself―and the promise of a better world.","Young Adult, Romance, Romantasy, Fae, Fiction, Magic, New Adult",1,Cultural
"Ann, Brashares",The Second Summer Of The Sisterhood,"Can't wait for the next installment of the Pants? Check out the SPECIAL EDITION of The Second Summer of the Sisterhood , in stores now! Inside you'll find an exclusive ""Who's Your Soul Mate Quiz"" and a sneak peak at the third book, Girls in Pants.  With a bit of last summer's sand in the pockets, the Traveling Pants and the Sisterhood that wears them embark on their 16th summer.  Impulsively sets off for Alabama, wanting to both confront her demons about her family and avoid them all at once.  Spends a blissful week with Kostos, making the unexplainable silence that follows his visit even more painful.  Is concerned that her mother is making a fool of herself over a man. When she discovers that her mother borrowed the Pants to wear on a date, she's certain of it.  Not about to spend another summer working at Wallman's, she takes a film course only to find it's what happens off-camera that teaches her the most.","Young Adult, Fiction, Chick Lit, Contemporary, Romance, Teen, Realistic Fiction",1,Cultural
"Christina Hammonds, Reed",The Black Kids,"Ashley Bennett and her friends are living the charmed life. It’s the end of senior year and they’re spending more time at the beach than in the classroom. They can already feel the sunny days and endless possibilities of summer.  Everything changes one afternoon in April, when four LAPD officers are acquitted after beating a black man named Rodney King half to death. Suddenly, Ashley’s not just one of the girls. She’s one of the black kids.  As violent protests engulf LA and the city burns, Ashley tries to continue on as if life were normal. Even as her self-destructive sister gets dangerously involved in the riots. Even as the model black family façade her wealthy and prominent parents have built starts to crumble. Even as her best friends help spread a rumor that could completely derail the future of her classmate and fellow black kid, LaShawn Johnson.  With her world splintering around her, Ashley, along with the rest of LA, is left to question who is the ? And who is the ?","Young Adult, Historical Fiction, Contemporary, Fiction, Audiobook, Historical, Race",1,Political
"Anna, Todd",After We Collided,"Tessa has everything to lose. Hardin has nothing to lose… except her.  After a tumultuous beginning to their relationship, Tessa and Hardin were on the path to making things work. Tessa knew Hardin could be cruel, but when a bombshell revelation is dropped about the origins of their relationship—and Hardin’s mysterious past—Tessa is beside herself.  Hardin will always be… Hardin. But is he really the deep, thoughtful guy Tessa fell madly in love with despite his angry exterior—or has he been a stranger all along? She wishes she could walk away. It’s just not that easy. Not with the memory of passionate nights spent in his arms. His electric touch. His hungry kisses.  Still, Tessa’s not sure she can endure one more broken promise. She put so much on hold for Hardin—school, friends, her mom, a relationship with a guy who really loved her, and now possibly even a promising new career. She needs to move forward with her life.","Romance, New Adult, Young Adult, Contemporary, Fiction, College, Contemporary Romance",1,Cultural
"E., Lockhart",Fly on the Wall: How One Girl Saw Everything,"At the Manhattan School for Art and Music, where everyone is ""different"" and everyone is ""special,"" Gretchen Yee feels ordinary. She's the kind of girl who sits alone at lunch, drawing pictures of Spider-Man, so she won't have to talk to anyone; who has a crush on Titus but won't do anything about it; who has no one to hang out with when her best (and only real) friend Katya is busy.  One day, Gretchen wishes that she could be a fly on the wall in the boys' locker room—just to learn more about guys. What are they really like? What do they really talk about? Are they really cretins most of the time?  is the story of how that wish comes true.","Young Adult, Contemporary, Fantasy, Fiction, Romance, Magical Realism, Chick Lit",1,Cultural
"Jim, Ottaviani",The Imitation Game: Alan Turing Decoded,"Award winning authors Jim Ottaviani and Leland Purvis present a historically accurate graphic novel biography of English mathematician and scientist Alan Turing in The Imitation Game.   English mathematician and scientist Alan Turing (1912–1954) is credited with many of the foundational principles of contemporary computer science. The Imitation Game presents a historically accurate graphic novel biography of Turing’s life, including his groundbreaking work on the fundamentals of cryptography and artificial intelligence. His code breaking efforts led to the cracking of the German Enigma during World War II, work that saved countless lives and accelerated the Allied defeat of the Nazis. While Turing’s achievements remain relevant decades after his death, the story of his life in post-war Europe continues to fascinate audiences today.   Award-winning duo Jim Ottaviani (the #1 bestselling author of and ) and artist Leland Purvis (an Eisner and Ignatz Award nominee and occasional reviewer for the ) present a factually detailed account of Turing’s life and groundbreaking research—as an unconventional genius who was arrested, tried, convicted, and punished for his openly gay lifestyle, and whose innovative work still fuels the computing and communication systems that define our modern world.  Computer science buffs, comics fans, and history aficionados will be captivated by this riveting and tragic story of one of the 20th century’s most unsung heroes.","Graphic Novels, Nonfiction, Biography, History, Comics, Science, LGBT",1,Political
"Morgan, Matson",Since You've Been Gone,"It was Sloane who yanked Emily out of her shell and made life 100% interesting. But right before what should have been the most epic summer, Sloane just…disappears. All she leaves behind is a to-do list.  On it, thirteen Sloane-inspired tasks that Emily would normally never try. But what if they could bring her best friend back?  Apple picking at night? Okay, easy enough.  Sure. Why not?  Um...  Emily now has this unexpected summer, and the help of Frank Porter ( unexpected), to check things off Sloane's list. Who knows what she’ll find?  Wait...what?","Young Adult, Contemporary, Romance, Fiction, Young Adult Contemporary, Realistic Fiction, Audiobook",1,Religious
"Angie, Thomas",The Hate U Give,"Sixteen-year-old Starr Carter moves between two worlds: the poor neighborhood where she lives and the fancy suburban prep school she attends. The uneasy balance between these worlds is shattered when Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Khalil was unarmed.  Soon afterward, his death is a national headline. Some are calling him a thug, maybe even a drug dealer and a gangbanger. Protesters are taking to the streets in Khalil’s name. Some cops and the local drug lord try to intimidate Starr and her family. What everyone wants to know is: what really went down that night? And the only person alive who can answer that is Starr.  But what Starr does—or does not—say could upend her community. It could also endanger her life.  --front flap","Young Adult, Fiction, Contemporary, Audiobook, Realistic Fiction, Race, Social Justice",1,Political
"Rebecca, Stead",The List of Things That Will Not Change,"After her parents' divorce, Bea's life became different in many ways. But she can always look back at the list she keeps in her green notebook to remember the things that will stay the same. The first and most important: Mom and Dad will always love Bea, and each other.  When Dad tells Bea that he and his boyfriend, Jesse, are getting married, Bea is thrilled. Bea loves Jesse, and when he and Dad get married, she'll finally (finally!) have what she's always wanted—a sister. Even though she's never met Jesse's daughter, Sonia, Bea is sure that they'll be ""just like sisters anywhere.""  As the wedding day approaches, Bea will learn that making a new family brings questions, surprises, and joy.","Middle Grade, Realistic Fiction, LGBT, Fiction, Family, Contemporary, Audiobook",1,Cultural
"Cammie, McGovern",Say What You Will,"John Green's The Fault in Our Stars meets Rainbow Rowell's Eleanor & Park in this beautifully written, incredibly honest, and emotionally poignant novel. Cammie McGovern's insightful young adult debut is a heartfelt and heartbreaking story about how we can all feel lost until we find someone who loves us because of our faults, not in spite of them.  Born with cerebral palsy, Amy can't walk without a walker, talk without a voice box, or even fully control her facial expressions. Plagued by obsessive-compulsive disorder, Matthew is consumed with repeated thoughts, neurotic rituals, and crippling fear. Both in desperate need of someone to help them reach out to the world, Amy and Matthew are more alike than either ever realized.  When Amy decides to hire student aides to help her in her senior year at Coral Hills High School, these two teens are thrust into each other's lives. As they begin to spend time with each other, what started as a blossoming friendship eventually grows into something neither expected.","Young Adult, Romance, Contemporary, Fiction, Realistic Fiction, Disability, Mental Health",1,Cultural
"Erik J., Brown",All That's Left in the World,"What If It's Us meets They Both Die at the End in this postapocalyptic, queer YA adventure romance from debut author Erik J. Brown. Perfect for fans of Adam Silvera, Alex London, and Heartstopper by Alice Oseman.  When Andrew stumbles upon Jamie's house, he's injured, starved, and has nothing left to lose. A deadly pathogen has killed off most of the world's population, including everyone both boys have ever loved. And if this new world has taught them anything, it's to be scared of what other desperate people will do . . . so why does it seem so easy for them to trust each other?  After danger breaches their shelter, they flee south in search of civilization. But something isn't adding up about Andrew's story, and it could cost them everything. And Jamie has a secret, too. He's starting to feel something more than friendship for Andrew, adding another layer of fear and confusion to an already tumultuous journey.  The road ahead of them is long, and to survive, they'll have to shed their secrets, face the consequences of their actions, and find the courage to fight for the future they desire, together. Only one thing feels certain: all that's left in their world is the undeniable pull they have toward each other.","Romance, LGBT, Young Adult, Queer, Dystopia, Science Fiction, Fiction",1,Offensive Language
"Marcus, Emerson",Recess Warriors: Hero Is A Four-Letter Word,"Saving the world... one playground at a time.  When imaginations go wild in the schoolyard, anything can happen. Normal kids become world-saving heroes, girls become power-hungry pirates, and zombies take over the school after being infected by the dreaded epidemic—cooties! It's up to Scrap, his partner Yoshi (don't you dare call her a sidekick!), and Clinton, the baddest cowboy in the, um, badlands, to stop recess from collapsing into total apocalyptic chaos.  With dynamic full-color art and nonstop action, is an irresistibly fun middle-grade graphic novel from Marcus Emerson, the creator of the hit self-published series,","Graphic Novels, Fantasy, Middle Grade, Comics, Juvenile, Adventure, Childrens",1,Offensive Language
"Lincoln, Peirce",Big Nate: The Crowd Goes Wild,"11-year-old Nate Wright steps up to the plate! In this collection of comics from The New York Times best-selling series, everyone’s favorite sixth-grade prankster takes a swing at entrepreneurship with a “Free Cold Water” stand, campaigns against Social Studies as Class President, and breaks out of a batting slump. While Nate’s big ideas aren’t always grand slams, he and his friends can turn any day into a win.Based on cartoonist Lincoln Peirce’s hilarious childhood memories and teaching experiences, Big Nate is a home run for readers everywhere.","Graphic Novels, Comics, Childrens, Humor, Fiction, Middle Grade, School",1,Offensive Language
"Steven, Brezenoff",The Absolute Value of -1,"“Brezenoff’s enviable prose captures distinct, compelling characters as they struggle through the often heartbreaking work of becoming adults. Readers will identify with Lily, Noah, and Simon as they try to reconcile their longing for connection with their need to break free.”  —Sara Zarr, National Book Award Nominee and author of Once Was Lost.  The absolute value of any number, positive or negative, is its distance from |-1| = 1  Noah, Lily, and Simon have been a trio forever. But as they enter high school, their relationships shift and their world starts to fall apart. Privately, each is dealing with a family crisis—divorce, abuse, and a parent's illness. Yet as they try to escape the pain and reach out for the connections they once counted on, they slip—like soap in a shower.","Young Adult, Contemporary, Fiction, Realistic Fiction, Death, Teen",1,Offensive Language
"Art, Spiegelman",Maus 1: A Survivor's Tale: My Father Bleeds History,"The first installment of the Pulitzer Prize-winning graphic novel acclaimed as “the most affecting and successful narrative ever done about the Holocaust” (Wall Street Journal) and “the first masterpiece in comic book history” (The New Yorker).  A brutally moving work of art—widely hailed as the greatest graphic novel ever written—Maus recounts the chilling experiences of the author’s father during the Holocaust, with Jews drawn as wide-eyed mice and Nazis as menacing cats.  Maus is a haunting tale within a tale, weaving the author’s account of his tortured relationship with his aging father into an astonishing retelling of one of history's most unspeakable tragedies. It is an unforgettable story of survival and a disarming look at the legacy of trauma.","Graphic Novels, Comics, History, Nonfiction, Memoir, Holocaust, Biography",1,Political
"Andrea, Robertson",Snakeroot,"Fans asked for it, and now they've got it!  Andrea Cremer is continuing the story she began in in her internationally bestselling trilogy: Nightshade, Wolfsbane and Bloodrose.  Bosque Mar haunts the dreams of both Adne and Logan, trying to escape for the Nether, where Calla, Shay and the other Guardians trapped him in the final battle in the War of All Against All...  Will he turn Adne to the dark side? Will Logan reclaim his birthright? And will darkness take over our world?","Young Adult, Fantasy, Paranormal, Werewolves, Romance, Magic, Supernatural",1,Offensive Language
"Orlagh, Collins",All the Invisible Things,"A warm, witty, important story about being a young woman today, and what it's like to find a real connection amid all the noise. Perfect for fans of Holly Bourne and Laura Steven's The Exact Opposite of Okay.  Vetty's family is moving back to London, and all she can think about is seeing Pez again. They were inseparable when they were small - roaming the city in the long summers, sharing everything. But everyone's telling her it'll be different now. After all, a boy and a girl can't really be friends without feelings getting in the way, can they?  Vetty thinks differently ... until Pez tells her she's 'not like other girls'. But what does that even mean? Is it a good thing or not? Suddenly she's wondering whether she wants him to see her like the others - like the ultra-glamorous March, who's worked some sort of spell on Pez, or the girls in the videos that Pez has hidden on his laptop.  How can she measure up to them? And who says that's what a girl is to be like anyway?","LGBT, Young Adult, Contemporary, Queer, Romance, Fiction, Bisexual",1,Religious
"Lauren, Barnholdt",Two-Way Street,"There are two sides to every breakup.  This is Jordan and Courtney, totally in love. Sure, they were an unlikely high school couple. But they clicked; it worked. They're even going to the same college, and driving cross-country together for orientation.  Then Jordan dumps Courtney -- for a girl he met on the Internet.  It's too late to change plans, so the road trip is on. Courtney's heartbroken, but figures she can tough it out for a few days. -- this is Courtney pretending not to care.  But in a strange twist, Jordan cares. A lot.  Turns out, he's got a secret or two that he's not telling Courtney. And it has everything to do with why they broke up, why they can't get back together, and how, in spite of it all, this couple is destined for each other.","Young Adult, Romance, Contemporary, Road Trip, Chick Lit, Realistic Fiction, Fiction",1,Religious
"David, Klass",You Don't Know Me,"John (""My father named me after a toilet!"") wrestles with the certainty that no one really knows him—not in his miserable home, and certainly not at school. It's true that no one can guess his hidden thoughts, which are hilarious, razor-sharp observations about lust, love, tubas, algebra, everything. And then there's his home: his father ran off years ago, so he's being raised by his mother, who works long hours, and by her boyfriend, whom John calls ""the man who is not and never will be my father."" This man is his enemy, an abusive disciplinarian who seems to want to kill John and, in a horrible final confrontation, nearly succeeds. Moving, wholly involving, original, and emotionally true, You Don't Know Me is a multilayered novel that presents a winning portrait of an understandably angst-ridden adolescent.","Young Adult, Fiction, Realistic Fiction, Abuse, Contemporary, Teen, High School",1,Offensive Language
"Romina, Garber",Lobizona,"Some people ARE illegal.  Lobizonas do NOT exist.  Both of these statements are false.  Manuela Azul has been crammed into an existence that feels too small for her. As an undocumented immigrant who's on the run from her father's Argentine crime-family, Manu is confined to a small apartment and a small life in Miami, Florida.  Until Manu's protective bubble is shattered.  Her surrogate grandmother is attacked, lifelong lies are exposed, and her mother is arrested by ICE. Without a home, without answers, and finally without shackles, Manu investigates the only clue she has about her past--a mysterious ""Z"" emblem—which leads her to a secret world buried within our own. A world connected to her dead father and his criminal past. A world straight out of Argentine folklore, where the seventh consecutive daughter is born a bruja and the seventh consecutive son is a lobizón, a werewolf. A world where her unusual eyes allow her to belong.  As Manu uncovers her own story and traces her real heritage all the way back to a cursed city in Argentina, she learns it's not just her U.S. residency that's illegal. . . .","Fantasy, Young Adult, Fiction, Magical Realism, Paranormal, Urban Fantasy, Young Adult Fantasy",1,Religious
"Sophie, Kinsella",Confessions of a Shopaholic,"Becky has a fabulous flat in London's trendiest neighborhood, a troupe of glamorous socialite friends, and a closet brimming with the season's must-haves. The only trouble is that she can't actually afford it–not any of it.  Her job writing at Successful Savings not only bores her to tears, it doesn't pay much at all. And lately Becky's been chased by dismal letters from the bank –letters with large red sums she can't bear to read–and they're getting ever harder to ignore.  She tries cutting back. But none of her efforts succeeds. Becky's only consolation is to buy herself something ... just a little something....  Finally a story arises that Becky actually cares about, and her front-page article catalyzes a chain of events that will transform her life–and the lives of those around her–forever.","Chick Lit, Fiction, Romance, Contemporary, Humor, Adult, Contemporary Romance",1,Religious
"Patricia, McCormick",Cut,"Callie cuts herself. Never too deep, never enough to die. But enough to feel the pain. Enough to feel the scream inside.  Now she's at Sea Pines, a ""residential treatment facility"" filled with girls struggling with problems of their own. Callie doesn't want to have anything to do with them. She doesn't want to have anything to do with anyone. She won't even speak.  But Callie can only stay silent for so long...","Young Adult, Fiction, Mental Health, Realistic Fiction, Mental Illness, Contemporary, Psychology",1,Religious
"Octavia E., Butler",Kindred: A Graphic Novel Adaptation,"#1 New York Times BestsellerWinner of the 2018 Eisner Award for Best Adaptation from Another Medium Octavia E. Butler's bestselling literary science-fiction masterpiece, Kindred , now in graphic novel format. More than 35 years after its release, Kindred continues to draw in new readers with its deep exploration of the violence and loss of humanity caused by slavery in the United States, and its complex and lasting impact on the present day. Adapted by celebrated academics and comics artists Damian Duffy and John Jennings, this graphic novel powerfully renders Butler's mysterious and moving story, which spans racial and gender divides in the antebellum South through the 20th century. Butler's most celebrated, critically acclaimed work tells the story of Dana, a young black woman who is suddenly and inexplicably transported from her home in 1970s California to the pre-Civil War South. As she time-travels between worlds, one in which she is a free woman and one where she is part of her own complicated familial history on a southern plantation, she becomes frighteningly entangled in the lives of Rufus, a conflicted white slaveholder and one of Dana's own ancestors, and the many people who are enslaved by him. Held up as an essential work in feminist, science-fiction, and fantasy genres, as well as a cornerstone of the Afrofuturism movement, the intersectionality of race, history, and the treatment of women addressed in the book still remain critical topics in contemporary dialogue, both in the classroom and in the public sphere. Frightening, compelling, and richly imagined, Kindred offers an unflinching look at our complicated social history, transformed by the graphic novel format into a visually stunning work for a new generation of readers.","Graphic Novels, Historical Fiction, Fiction, Science Fiction, Time Travel, Fantasy, Historical",1,Political
"Stephen, King",Christine,"Christine est belle, racée, séduisante.  Elle aime les sensations fortes, les virées nocturnes et le rock n'roll des années héroïques. Depuis qu'elle connaît Arnie, elle est amoureuse. Signe particulier : Christine est une Plymouth « Fury », sortie en 1958 des ateliers automobiles de Detroit.  Une seule rivale en travers de sa route : Leigh, la petite amie d'Arnie… Ce roman légendaire de Stephen King, rythmé par la musique de Chuck Berry et de Janis Joplin, a déjà pris place parmi les classiques de l'épouvante.","Horror, Fiction, Thriller, Fantasy, Paranormal, Supernatural, Mystery",1,Offensive Language
"Rebecca, Wells",Divine Secrets of the Ya-Ya Sisterhood,"When Siddalee Walker, oldest daughter of Vivi Abbott Walker, Ya-Ya extraordinaire, is interviewed in the New York Times about a hit play she's directed, her mother gets described as a ""tap-dancing child abuser."" Enraged, Vivi disowns Sidda. Devastated, Sidda begs forgiveness, and postpones her upcoming wedding. All looks bleak until the Ya-Yas step in and convince Vivi to send Sidda a scrapbook of their girlhood mementos, called ""Divine Secrets of the Ya-Ya Sisterhood."" As Sidda struggles to analyze her mother, she comes face to face with the tangled beauty of imperfect love, and the fact that forgiveness, more than understanding, is often what the heart longs for.","Fiction, Chick Lit, Contemporary, Adult Fiction, Historical Fiction, Southern, Adult",1,Religious
"Dhonielle, Clayton",Blackout,"Six critically acclaimed, bestselling, and award-winning authors bring the glowing warmth and electricity of Black teen love to this interlinked novel of charming, hilarious, and heartwarming stories that shine a bright light through the dark.  A summer heatwave blankets New York City in darkness. But as the city is thrown into confusion, a different kind of electricity sparks…  A first meeting.   Long-time friends.   Bitter exes.   And maybe the beginning of something new.  When the lights go out, people reveal hidden truths. Love blossoms, friendship transforms, and new possibilities take flight.","Romance, Young Adult, Short Stories, Contemporary, LGBT, Fiction, Audiobook",1,Offensive Language
"Robert, Shapard",Sudden Fiction: American Short Stories,"Here are 70 of the very best short-short stories of recent years, including contributions from such contemporary writers as Raymond Carver, Leonard Michaels and John Updike; a few modern masters such as Hemingway and Cheever; and an assortment of talented new young writers. Sudden Fiction brilliantly captures the tremendous popularity of this new and distinctly American form.","Short Stories, Fiction, Anthologies, Flash Fiction, Literary Fiction, Contemporary, School",1,Offensive Language
"Kacen, Callender",Hurricane Child,"Caroline Murphy is a Hurricane Child.  Being born during a hurricane is unlucky, and 12-year-old Caroline has had her share of bad luck lately. She's hated and bullied by everyone in her small school on St. Thomas of the US Virgin Islands, a spirit only she can see won't stop following her, and—worst of all—Caroline's mother left home one day and never came back.  But when a new student named Kalinda arrives, Caroline's luck begins to turn around. Kalinda, a solemn girl from Barbados with a special smile for everyone, becomes Caroline's first and only friend—and the person for whom Caroline has begun to develop a crush.  Now, Caroline must find the strength to confront her feelings for Kalinda, brave the spirit stalking her through the islands, and face the reason her mother abandoned her. Together, Caroline and Kalinda must set out in a hurricane to find Caroline's missing mother—before Caroline loses her forever.","Middle Grade, LGBT, Magical Realism, Queer, Fiction, Young Adult, Contemporary",1,Political
"John, Burdett",Bangkok 8,"A thriller with attitude to spare, Bangkok 8 is a sexy, razor-edged, often darkly hilarious novel set in one of the world’s most exotic cities.  Witnessed by a throng of gaping spectators, a charismatic Marine sergeant is murdered under a Bangkok bridge inside a bolted-shut Mercedes Benz. Among the witnesses are the only two cops in the city not on the take, but within moments one is murdered and his partner, Sonchai Jitpleecheep—a devout Buddhist and the son of a Thai bar girl and a long-gone Vietnam War G.I.—is hell-bent on wreaking revenge. On a vigilante mission to capture his partner’s murderer, Sonchai is begrudgingly paired with a beautiful FBI agent named Jones and captures her heart in the process. In a city fueled by illicit drugs and infinite corruption, prostitution and priceless art, Sonchai’s quest for vengeance takes him into a world much more sinister than he could have ever imagined.","Mystery, Fiction, Crime, Thriller, Asia, Mystery Thriller, Detective",1,Political
"Leigh, Bardugo",Wonder Woman: Warbringer,"Daughter of immortals.  Princess Diana longs to prove herself to her legendary warrior sisters. But when the opportunity finally comes, she throws away her chance at glory and breaks Amazon law—risking exile—to save a mortal. Diana will soon learn that she has rescued no ordinary girl, and that with this single brave act, she may have doomed the world.  Daughter of death.  Alia Keralis just wanted to escape her overprotective brother with a semester at sea. She doesn’t know she is being hunted by people who think her very existence could spark a world war. When a bomb detonates aboard her ship, Alia is rescued by a mysterious girl of extraordinary strength and forced to confront a horrible truth: Alia is a Warbringer—a direct descendant of the infamous Helen of Troy, fated to bring about an age of bloodshed and misery.    Two girls will face an army of enemies—mortal and divine—determined to either destroy or possess the Warbringer. Tested beyond the bounds of their abilities, Diana and Alia must find a way to unleash hidden strengths and forge an unlikely alliance. Because if they have any hope of saving both their worlds, they will have to stand side by side against the tide of war.","Fantasy, Young Adult, Superheroes, Fiction, Mythology, Audiobook, Retellings",1,Cultural
"Stephen, King",Elevation,"Castle Rock is a small town, where word gets around quickly. That's why Scott Carey wants to confide only in his friend Doctor Bob Ellis about his strange condition he's losing weight without getting thinner, and the scales register the same whether he is in his clothes or out of them, no matter how heavy they are.  Scott also has new neighbors who have opened a ""fine dining experience"" in town, although it's an experience being shunned by the locals: Deirdre McComb and her wife Missy Donaldson don't exactly conform to a lifestyle the community approves of. And now Scott seems trapped in a feud with the couple over their dogs dropping their business on his lawn. Missy may be warm and friendly, but Deirdre is as cold as ice.  As the town prepares for its annual Thanksgiving 12K run, Scott begins to understand the prejudices the women face, and tries to help. Unlikely alliances form, and the mystery of Scott's affliction brings out the best in people who have indulged the worst in themselves and others.  From the master storyteller Stephen King comes this compelling tale about finding common ground despite differences, a magical story with deep resonance for our time.","Fiction, Horror, Fantasy, Audiobook, Short Stories, Mystery, Novella",1,Political
"Meg, Cabot",Insatiable,"Sick of hearing about vampires? So is Meena Harper.  But her bosses are making her write about them anyway, even though Meena doesn’t believe in them.  Not that Meena isn’t familiar with the supernatural. See, Meena Harper knows how you’re going to die. (Not that you’re going to believe her; no one ever does.)  But not even Meena’s precognition can prepare her for what happens when she meets—then makes the mistake of falling in love with—Lucien Antonescu, a modern-day prince with a bit of a dark side. It's a dark side a lot of people, like an ancient society of vampire-hunters, would prefer to see him dead for.  The problem is, Lucien's already dead. Maybe that’s why he’s the first guy Meena’s ever met that she could see herself having a future with. See, while Meena’s always been able to see everyone else’s future, she’s never been able look into her own.  And while Lucien seems like everything Meena has ever dreamed of in a boyfriend, he might turn out to be more like a nightmare.  Now might be a good time for Meena to start learning to predict her own future . . .  If she even has one.","Romance, Vampires, Fantasy, Paranormal, Chick Lit, Fiction, Paranormal Romance",1,Religious
"Deborah, Noyes",Plague in the Mirror,"In a sensual paranormal romance, a teen girl’s doppelgänger from 1348 Florence lures her into the past in hopes of exacting a deadly trade.  It was meant to be a diversion—a summer in Florence with her best friend, Liam, and his travel-writer mom, doing historical research between breaks for gelato. A chance to forget that back in Vermont, May’s parents, and all semblance of safety, were breaking up. But when May wakes one night sensing someone in her room, only to find her ghostly twin staring back at her, normalcy becomes a distant memory. And when later she follows the menacing Cristofana through a portale to fourteenth-century Florence, May never expects to find safety in the eyes of Marco, a soulful painter who awakens in her a burning desire and makes her feel truly seen. The wily Cristofana wants nothing less of May than to inhabit each other’s lives, but with the Black Death ravaging Old Florence, can May’s longing for Marco’s touch be anything but madness?  Lush with atmosphere both passionate and eerie, this evocative tale follows a girl on the brink of womanhood as she dares to transcend the familiar—and discovers her sensual power.","Young Adult, Historical Fiction, Time Travel, Fantasy, Romance, Paranormal, Historical",1,Cultural
"Melissa, de la Cruz",Bloody Valentine,"The Blue Bloods have powers beyond human comprehension: strength that defies logic, speed that cannot be captured on film, the ability to shape-shift, and more. But in matters of the heart, no one, not even those immortal vampires, has total control.  In Bloody Valentine, part of the best-selling Blue Bloods series, author Melissa de la Cruz offers three tantalizing stories that delve deep into the love lives of the all-powerful vamps (and their Red Blood friends) from New York's Upper East Side. Might a witchy new girl help cure Oliver's broken heart? How did Allegra fall in love with a human? Will Schuyler and Jack finally be bonded?  Romantic and sensual, reveals the undying love, the hope and devastation, and the lust and longing that have defined the Blue Bloods throughout history. Prepare to be swept off your feet.","Vampires, Young Adult, Fantasy, Paranormal, Romance, Angels, Urban Fantasy",1,Cultural
"Kyle, Lukoff",When Aidan Became a Brother,"When Aidan was born, everyone thought he was a girl. His parents gave him a pretty name, his room looked like a girl's room, and he wore clothes that other girls liked wearing. After he realized he was a trans boy, Aidan and his parents fixed the parts of life that didn't fit anymore, and he settled happily into his new life. Then Mom and Dad announce that they're going to have another baby, and Aidan wants to do everything he can to make things right for his new sibling from the beginning--from choosing the perfect name to creating a beautiful room to picking out the cutest onesie. But what does ""making things right"" actually mean? And what happens if he messes up? With a little help, Aidan comes to understand that mistakes can be fixed with honesty and communication, and that he already knows the most important thing about being a big brother: how to love with his whole self.  is a heartwarming book that will resonate with transgender children, reassure any child concerned about becoming an older sibling, and celebrate the many transitions a family can experience.","Picture Books, LGBT, Family, Childrens, Realistic Fiction, Queer, Gender",1,Cultural
"Amie, Kaufman",Illuminae,"This morning, Kady thought breaking up with Ezra was the hardest thing she’d have to do. This afternoon, her planet was invaded.  The year is 2575, and two rival mega-corporations are at war over a planet that’s little more than a speck at the edge of the universe. Now with enemy fire raining down on them, Kady and Ezra — who are barely even talking to each other—are forced to evacuate with a hostile warship in hot pursuit.  But their problems are just getting started. A plague has broken out and is mutating with terrifying results; the fleet’s AI may actually be their enemy; and nobody in charge will say what’s really going on. As Kady hacks into a web of data to find the truth, it’s clear the only person who can help her is the ex-boyfriend she swore she’d never speak to again.","Science Fiction, Young Adult, Romance, Fantasy, Fiction, Audiobook, Dystopia",1,Political
"True, Kelley",Who Is Dolly Parton?,"Born in a little cabin in Tennessee, Dolly Parton always dreamed big, and she was right to! She wrote her first song at age five and became a country music star by the time she was in her early twenties. Of course, her success didn't stop there. Dolly Parton is also an actress, author, businesswoman, and philanthropist whose ""Imagination Library"" reading initiative reaches children throughout the US, Canada, and the UK. There is simply no one like Dolly Parton!","Biography, Nonfiction, Childrens, Music, Middle Grade, History, Biography Memoir",1,Cultural
